station_name,latitude,longitude,sensor_id,station_id,pollutant,pollutant_symbol,pollutant_code,pollutant_id
"Wrocław, ul. Bartnicza",51.115933,17.141125,642,114,dwutlenek azotu,NO2,NO2,6
"Wrocław, ul. Bartnicza",51.115933,17.141125,644,114,ozon,O3,O3,5
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,672,117,dwutlenek siarki,SO2,SO2,1
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,658,117,benzen,C6H6,C6H6,10
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,660,117,tlenek węgla,CO,CO,8
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,665,117,dwutlenek azotu,NO2,NO2,6
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,667,117,ozon,O3,O3,5
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,670,117,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Wrocław, wyb. Conrada-Korzeniowskiego",51.129378,17.029250,14395,117,pył zawieszony PM10,PM10,PM10,3
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,282,52,benzen,C6H6,C6H6,10
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,285,52,tlenek węgla,CO,CO,8
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,291,52,dwutlenek azotu,NO2,NO2,6
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,293,52,ozon,O3,O3,5
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,297,52,dwutlenek siarki,SO2,SO2,1
"Legnica, al. Rzeczypospolitej",51.204503,16.180513,14397,52,pył zawieszony PM10,PM10,PM10,3
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,605,109,benzen,C6H6,C6H6,10
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,608,109,tlenek węgla,CO,CO,8
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,614,109,dwutlenek azotu,NO2,NO2,6
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,616,109,ozon,O3,O3,5
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,618,109,pył zawieszony PM10,PM10,PM10,3
"Wałbrzych, ul. Wysockiego",50.768729,16.269677,621,109,dwutlenek siarki,SO2,SO2,1
Czerniawa,50.912475,15.312190,50,11,dwutlenek azotu,NO2,NO2,6
Czerniawa,50.912475,15.312190,52,11,ozon,O3,O3,5
Czerniawa,50.912475,15.312190,54,11,pył zawieszony PM10,PM10,PM10,3
"Dzierżoniów, ul. Piłsudskiego",50.732817,16.648050,101,16,pył zawieszony PM10,PM10,PM10,3
"Kłodzko, ul. Szkolna",50.433493,16.653660,221,38,dwutlenek azotu,NO2,NO2,6
"Kłodzko, ul. Szkolna",50.433493,16.653660,223,38,ozon,O3,O3,5
"Kłodzko, ul. Szkolna",50.433493,16.653660,224,38,pył zawieszony PM10,PM10,PM10,3
"Kłodzko, ul. Szkolna",50.433493,16.653660,25988,38,pył zawieszony PM2.5,PM2.5,PM2.5,69
Osieczów,51.317630,15.431719,441,74,dwutlenek azotu,NO2,NO2,6
Osieczów,51.317630,15.431719,444,74,ozon,O3,O3,5
Osieczów,51.317630,15.431719,450,74,dwutlenek siarki,SO2,SO2,1
Śnieżka,50.736389,15.739722,493,84,ozon,O3,O3,5
"Zgorzelec, ul. Bohaterów Getta",51.150391,15.008175,14735,134,benzen,C6H6,C6H6,10
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14727,9153,dwutlenek azotu,NO2,NO2,6
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14729,9153,ozon,O3,O3,5
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14730,9153,pył zawieszony PM10,PM10,PM10,3
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14731,9153,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14733,9153,dwutlenek siarki,SO2,SO2,1
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14734,9153,benzen,C6H6,C6H6,10
"Jelenia Góra, ul. Ogińskiego",50.913433,15.765608,14707,9153,tlenek węgla,CO,CO,8
"Nowa Ruda, ul. Jeziorna",50.581492,16.498245,20210,11254,pył zawieszony PM10,PM10,PM10,3
"Trzebnica, ul. 3 Maja",51.304817,17.071367,21368,11934,dwutlenek azotu,NO2,NO2,6
"Trzebnica, ul. 3 Maja",51.304817,17.071367,21370,11934,pył zawieszony PM10,PM10,PM10,3
"Trzebnica, ul. 3 Maja",51.304817,17.071367,21371,11934,ozon,O3,O3,5
"Lwówek Śląski, al. Wojska Polskiego",51.113033,15.585239,21635,12054,pył zawieszony PM10,PM10,PM10,3
"Lwówek Śląski, al. Wojska Polskiego",51.113033,15.585239,21657,12054,pył zawieszony PM2.5,PM2.5,PM2.5,69
Strzegom,50.969633,16.348469,29112,12055,dwutlenek azotu,NO2,NO2,6
Strzegom,50.969633,16.348469,21628,12055,ozon,O3,O3,5
Strzegom,50.969633,16.348469,21636,12055,pył zawieszony PM10,PM10,PM10,3
Polanica-Zdrój al. Zwycięzców,50.398834,16.513855,29149,17478,pył zawieszony PM10,PM10,PM10,3
Polanica-Zdrój al. Zwycięzców,50.398834,16.513855,21658,17478,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Bydgoszcz, pl. Poznański",53.121764,17.987906,949,156,benzen,C6H6,C6H6,10
"Bydgoszcz, pl. Poznański",53.121764,17.987906,952,156,tlenek węgla,CO,CO,8
"Bydgoszcz, pl. Poznański",53.121764,17.987906,959,156,dwutlenek azotu,NO2,NO2,6
"Bydgoszcz, pl. Poznański",53.121764,17.987906,965,156,pył zawieszony PM10,PM10,PM10,3
"Bydgoszcz, pl. Poznański",53.121764,17.987906,966,156,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Bydgoszcz, ul. Warszawska",53.134083,17.995708,991,158,dwutlenek azotu,NO2,NO2,6
"Bydgoszcz, ul. Warszawska",53.134083,17.995708,993,158,ozon,O3,O3,5
"Bydgoszcz, ul. Warszawska",53.134083,17.995708,995,158,pył zawieszony PM10,PM10,PM10,3
"Bydgoszcz, ul. Warszawska",53.134083,17.995708,996,158,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Bydgoszcz, ul. Warszawska",53.134083,17.995708,998,158,dwutlenek siarki,SO2,SO2,1
"Łódź, ul. Czernika",51.758050,19.529786,2064,295,dwutlenek azotu,NO2,NO2,6
"Łódź, ul. Czernika",51.758050,19.529786,2066,295,ozon,O3,O3,5
"Łódź, ul. Czernika",51.758050,19.529786,2069,295,pył zawieszony PM10,PM10,PM10,3
"Łódź, ul. Czernika",51.758050,19.529786,2071,295,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Łódź, ul. Gdańska",51.775378,19.450992,2088,296,dwutlenek siarki,SO2,SO2,1
"Łódź, ul. Gdańska",51.775378,19.450992,2087,296,pył zawieszony PM10,PM10,PM10,3
"Łódź, ul. Gdańska",51.775378,19.450992,2079,296,benzen,C6H6,C6H6,10
"Łódź, ul. Gdańska",51.775378,19.450992,2083,296,dwutlenek azotu,NO2,NO2,6
"Pabianice, ul. Konstantynowska",51.667981,19.368683,2199,314,pył zawieszony PM10,PM10,PM10,3
"Pabianice, ul. Konstantynowska",51.667981,19.368683,2195,314,dwutlenek azotu,NO2,NO2,6
"Pabianice, ul. Konstantynowska",51.667981,19.368683,2197,314,ozon,O3,O3,5
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2370,355,tlenek węgla,CO,CO,8
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2373,355,dwutlenek azotu,NO2,NO2,6
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2375,355,ozon,O3,O3,5
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2377,355,pył zawieszony PM10,PM10,PM10,3
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2378,355,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Zgierz, ul. Mielczarskiego",51.856692,19.421231,2382,355,dwutlenek siarki,SO2,SO2,1
"Łódź, al. Jana Pawła II",51.754613,19.434925,16249,10058,benzen,C6H6,C6H6,10
"Łódź, al. Jana Pawła II",51.754613,19.434925,16250,10058,pył zawieszony PM10,PM10,PM10,3
"Łódź, al. Jana Pawła II",51.754613,19.434925,16228,10058,tlenek węgla,CO,CO,8
"Łódź, al. Jana Pawła II",51.754613,19.434925,16231,10058,dwutlenek azotu,NO2,NO2,6
"Gajew, Ujęcie Wody",52.143258,19.233217,2039,291,dwutlenek siarki,SO2,SO2,1
"Gajew, Ujęcie Wody",52.143258,19.233217,2031,291,dwutlenek azotu,NO2,NO2,6
"Gajew, Ujęcie Wody",52.143258,19.233217,2033,291,ozon,O3,O3,5
"Gajew, Ujęcie Wody",52.143258,19.233217,2035,291,pył zawieszony PM10,PM10,PM10,3
"Parzniewice, Ujęcie Wody",51.291175,19.517556,2219,319,dwutlenek azotu,NO2,NO2,6
"Parzniewice, Ujęcie Wody",51.291175,19.517556,2221,319,ozon,O3,O3,5
"Parzniewice, Ujęcie Wody",51.291175,19.517556,2222,319,dwutlenek siarki,SO2,SO2,1
"Piotrków Trybunalski, ul. Krakowskie Przedmieście",51.404406,19.696956,2239,322,tlenek węgla,CO,CO,8
"Piotrków Trybunalski, ul. Krakowskie Przedmieście",51.404406,19.696956,2242,322,dwutlenek azotu,NO2,NO2,6
"Piotrków Trybunalski, ul. Krakowskie Przedmieście",51.404406,19.696956,2244,322,ozon,O3,O3,5
"Piotrków Trybunalski, ul. Krakowskie Przedmieście",51.404406,19.696956,2245,322,pył zawieszony PM10,PM10,PM10,3
"Radomsko, ul. Rolna",51.067417,19.448714,16630,331,pył zawieszony PM10,PM10,PM10,3
"Radomsko, ul. Rolna",51.067417,19.448714,16633,331,dwutlenek siarki,SO2,SO2,1
"Radomsko, ul. Rolna",51.067417,19.448714,16638,331,dwutlenek azotu,NO2,NO2,6
"Radomsko, ul. Rolna",51.067417,19.448714,16642,331,tlenek węgla,CO,CO,8
"Radomsko, ul. Rolna",51.067417,19.448714,17716,331,ozon,O3,O3,5
"Radomsko, ul. Rolna",51.067417,19.448714,28730,331,benzen,C6H6,C6H6,10
"Radomsko, ul. Rolna",51.067417,19.448714,21363,331,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Żyrardów, ul. Roosevelta",52.053811,20.429892,3802,562,pył zawieszony PM10,PM10,PM10,3
"Żyrardów, ul. Roosevelta",52.053811,20.429892,14379,562,pył zawieszony PM2.5,PM2.5,PM2.5,69
Guty Duże,52.943172,21.288167,17276,9913,pył zawieszony PM10,PM10,PM10,3
Guty Duże,52.943172,21.288167,16037,9913,dwutlenek azotu,NO2,NO2,6
Guty Duże,52.943172,21.288167,16041,9913,ozon,O3,O3,5
Guty Duże,52.943172,21.288167,16043,9913,dwutlenek siarki,SO2,SO2,1
"Biała, ul. Kmicica",52.602534,19.645100,20364,11358,benzen,C6H6,C6H6,10
"Biała, ul. Kmicica",52.602534,19.645100,20365,11358,dwutlenek siarki,SO2,SO2,1
"Biała, ul. Kmicica",52.602534,19.645100,28812,11358,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Biała, ul. Kmicica",52.602534,19.645100,27292,11358,pył zawieszony PM10,PM10,PM10,3
"Konstancin-Jeziorna, ul. Żeromskiego",52.082277,21.124598,26261,16271,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Konstancin-Jeziorna, ul. Żeromskiego",52.082277,21.124598,26262,16271,pył zawieszony PM10,PM10,PM10,3
"Pułtusk, ul. Mickiewicza",52.703591,21.072603,28500,17160,pył zawieszony PM10,PM10,PM10,3
"Pułtusk, ul. Mickiewicza",52.703591,21.072603,28523,17160,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Opole, os. Armii Krajowej",50.676856,17.950278,20497,590,benzen,C6H6,C6H6,10
"Opole, os. Armii Krajowej",50.676856,17.950278,16149,590,dwutlenek siarki,SO2,SO2,1
"Opole, os. Armii Krajowej",50.676856,17.950278,16158,590,ozon,O3,O3,5
"Opole, os. Armii Krajowej",50.676856,17.950278,16160,590,dwutlenek azotu,NO2,NO2,6
"Opole, os. Armii Krajowej",50.676856,17.950278,28647,590,tlenek węgla,CO,CO,8
"Opole, ul. Koszyka",50.666736,17.899137,16147,10374,pył zawieszony PM10,PM10,PM10,3
"Opole, ul. Koszyka",50.666736,17.899137,25986,10374,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3834,568,benzen,C6H6,C6H6,10
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3836,568,tlenek węgla,CO,CO,8
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3839,568,dwutlenek azotu,NO2,NO2,6
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3841,568,ozon,O3,O3,5
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3843,568,pył zawieszony PM10,PM10,PM10,3
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3844,568,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Kędzierzyn-Koźle, ul. Śmiałego",50.349608,18.236575,3847,568,dwutlenek siarki,SO2,SO2,1
"Olesno, ul. Słowackiego",50.876983,18.416878,3902,584,pył zawieszony PM10,PM10,PM10,3
"Olesno, ul. Słowackiego",50.876983,18.416878,14781,584,ozon,O3,O3,5
"Olesno, ul. Słowackiego",50.876983,18.416878,21351,584,dwutlenek azotu,NO2,NO2,6
"Zdzieszowice, ul. Piastów",50.423533,18.120739,3964,600,benzen,C6H6,C6H6,10
"Zdzieszowice, ul. Piastów",50.423533,18.120739,3970,600,pył zawieszony PM10,PM10,PM10,3
"Nysa, ul. Rodziewiczówny",50.458989,17.331906,27333,8976,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Nysa, ul. Rodziewiczówny",50.458989,17.331906,21683,8976,pył zawieszony PM10,PM10,PM10,3
"Głubczyce, ul. Ratuszowa",50.200778,17.83051,26926,10018,pył zawieszony PM10,PM10,PM10,3
"Brzeg, ul. Poprzeczna",50.849509,17.462579,26935,16413,pył zawieszony PM10,PM10,PM10,3
"Krapkowice, ul. 3 Maja",50.486194,17.974770,27813,16913,dwutlenek azotu,NO2,NO2,6
"Krapkowice, ul. 3 Maja",50.486194,17.974770,27816,16913,pył zawieszony PM10,PM10,PM10,3
"Krapkowice, ul. 3 Maja",50.486194,17.974770,27818,16913,benzen,C6H6,C6H6,10
"Krapkowice, ul. 3 Maja",50.486194,17.974770,27827,16913,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Rzeszów, ul. Rejtana",50.024242,22.010575,14466,671,pył zawieszony PM10,PM10,PM10,3
"Rzeszów, ul. Rejtana",50.024242,22.010575,4376,671,benzen,C6H6,C6H6,10
"Rzeszów, ul. Rejtana",50.024242,22.010575,4383,671,dwutlenek azotu,NO2,NO2,6
"Rzeszów, ul. Rejtana",50.024242,22.010575,4385,671,ozon,O3,O3,5
"Rzeszów, ul. Rejtana",50.024242,22.010575,4391,671,dwutlenek siarki,SO2,SO2,1
"Rzeszów, ul. Piłsudskiego",50.040675,22.004656,20277,10125,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Rzeszów, ul. Piłsudskiego",50.040675,22.004656,16319,10125,dwutlenek azotu,NO2,NO2,6
"Rzeszów, ul. Piłsudskiego",50.040675,22.004656,16343,10125,tlenek węgla,CO,CO,8
"Rzeszów, ul. Piłsudskiego",50.040675,22.004656,16344,10125,pył zawieszony PM10,PM10,PM10,3
"Rzeszów, ul. Słocińska",50.024856,22.047937,28486,17159,pył zawieszony PM10,PM10,PM10,3
"Rzeszów, ul. Słocińska",50.024856,22.047937,28487,17159,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Rzeszów, ul. Starzyńskiego",50.060381,21.980511,28488,17179,pył zawieszony PM10,PM10,PM10,3
"Rzeszów, ul. Starzyńskiego",50.060381,21.980511,28489,17179,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Jarosław, ul. Pruchnicka",50.012083,22.674772,20236,631,pył zawieszony PM10,PM10,PM10,3
"Jarosław, ul. Pruchnicka",50.012083,22.674772,20218,631,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Jaslo, ul. Sikorskiego",49.744886,21.454617,4192,638,dwutlenek azotu,NO2,NO2,6
"Jaslo, ul. Sikorskiego",49.744886,21.454617,4194,638,ozon,O3,O3,5
"Jaslo, ul. Sikorskiego",49.744886,21.454617,4196,638,pył zawieszony PM10,PM10,PM10,3
"Jaslo, ul. Sikorskiego",49.744886,21.454617,4198,638,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Krosno, ul. Kletówki",49.690169,21.749700,26986,646,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Krosno, ul. Kletówki",49.690169,21.749700,21905,646,pył zawieszony PM10,PM10,PM10,3
"Nisko, ul. Szklarniowa",50.529892,22.112467,14448,659,ozon,O3,O3,5
"Nisko, ul. Szklarniowa",50.529892,22.112467,4274,659,tlenek węgla,CO,CO,8
"Nisko, ul. Szklarniowa",50.529892,22.112467,4278,659,dwutlenek azotu,NO2,NO2,6
"Nisko, ul. Szklarniowa",50.529892,22.112467,14416,659,pył zawieszony PM10,PM10,PM10,3
"Nisko, ul. Szklarniowa",50.529892,22.112467,25910,659,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,4333,665,dwutlenek azotu,NO2,NO2,6
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,4336,665,pył zawieszony PM10,PM10,PM10,3
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,4338,665,pył zawieszony PM2.5,PM2.5,PM2.5,69
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,4339,665,dwutlenek siarki,SO2,SO2,1
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,14771,665,benzen,C6H6,C6H6,10
"Przemyśl, ul. Grunwaldzka",49.784339,22.756239,14772,665,ozon,O3,O3,5
"Sanok, ul. Sadowa",49.571731,22.195892,26987,678,pył zawieszony PM10,PM10,PM10,3
"Tarnobrzeg, ul. Dąbrowskiej",50.575742,21.688367,26989,684,pył zawieszony PM10,PM10,PM10,3
" Gołdap, ul. Jaćwieska",54.305908,22.307681,5721,870,pył zawieszony PM10,PM10,PM10,3
